Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
24	0.8965517	0.40213466	1.0	-1.0	0.0	0.0	0.0	0.0	42.87069	0.0	0.0	0.7618848	0.15904893	1.1450279	0.3228354	0.008477498	0.002429757	0.020483742	-0.0040576053	-1.6212464e-09	-0.008143058	-4.876405e-10	2.5540855e-06	0.08000197	-0.008586504	7.455626e-05	-6.945355e-05	0	0	79.0	0.68909866	0.0075354157	125000	11799.519860506058
25	0.95535713	0.24598172	1.0	-1.0	0.0	0.0	0.0	0.0	44.30357	0.0	0.0	0.7481383	0.17499875	1.2475584	0.019571027	0.0002502358	0.0023242445	0.020854268	-0.01247122	-5.340576e-09	-0.008877641	5.9604643e-12	-3.496364e-07	0.030954955	-0.010588957	5.326055e-06	4.0105851e-07	0	0	79.0	0.6378321	0.0055362717	130000	12261.328479528427
26	0.972973	0.16216217	1.0	0.0	0.0	0.0	0.0	0.0	44.648647	0.0	0.0	0.77328455	0.123301685	1.0668406	0.37816185	-0.0011131755	0.0021137209	0.012301505	-0.025837155	-1.5640259e-08	-0.009463841	8.568168e-12	-5.479256e-07	0.009867601	-0.0039389366	5.731898e-06	-2.0023824e-06	0	0	79.0	0.67416906	0.006933755	135000	12725.943704605103
27	0.9298246	0.3433401	1.0	-1.0	0.0	0.0	0.0	0.0	43.464912	0.0	0.0	0.79658705	0.11553087	1.1271939	0.4620637	0.000115207586	0.0026960159	0.023723517	-0.04332063	-9.2744825e-09	-0.00882281	-1.937151e-11	-7.331006e-06	0.059970405	-0.014091589	7.4256286e-06	-1.8213796e-06	0	0	79.0	0.6632628	0.00623862	140000	13192.73939704895
28	0.95614034	0.24388486	1.0	-1.0	0.0	0.0	0.0	0.0	43.701756	0.0	0.0	0.75735724	0.17073277	1.1218307	-0.2423437	2.0557689e-05	0.0022570032	0.025858892	-0.014946311	-5.722046e-10	-0.006942692	-1.4901161e-12	2.1031037e-06	0.036085185	-0.006894376	5.0128206e-06	-8.7947774e-07	0	0	79.0	0.6330527	0.0045146374	145000	13655.17942905426
29	0.95726496	0.27403793	1.0	-1.0	0.0	0.0	0.0	0.0	42.60684	0.0	0.0	0.77339697	0.14634697	1.1879783	0.15677273	0.00018322458	0.0025149311	0.0204577	-0.030252637	-7.867813e-09	-0.0065664225	-3.082678e-11	1.9062365e-06	0.041916315	-0.0053026974	5.678161e-06	-9.927803e-07	0	0	79.0	0.6388918	0.0074341292	150000	14117.335622310638
30	0.9145299	0.3828068	1.0	-1.0	0.0	0.0	0.0	0.0	42.367523	0.0	0.0	0.7747049	0.14995664	1.1259965	-0.028259067	-0.00016894564	0.0022159053	0.015284853	-0.019198138	-1.335144e-09	-0.012400183	1.4901161e-12	3.327874e-06	0.08783777	-0.016176425	5.0682443e-06	0.0006854586	0	0	79.0	0.61430526	0.008452896	155000	14580.16572022438
31	0.9661017	0.22293131	1.0	-1.0	0.0	0.0	0.0	0.0	42.135593	0.0	0.0	0.7194486	0.20124066	1.2128494	-0.109751694	-0.02597298	0.00395383	-0.0046680346	-0.03915008	-9.918213e-09	-0.0083321305	-5.066395e-10	1.1654517e-05	0.036512338	-0.016563265	0.0006590225	-0.00064575253	0	0	79.0	0.5946877	0.0066159973	160000	15045.849073410034
32	0.92241377	0.35112777	1.0	-1.0	0.0	0.0	0.0	0.0	42.87931	0.0	0.0	0.7746548	0.14004943	1.0828043	-0.3738923	-0.0010620652	0.002802657	0.014080452	-0.02926188	1.5258789e-09	-0.00972228	-7.636845e-12	3.7989619e-06	0.066715285	-0.012601331	9.821371e-06	0.0002020339	0	0	79.0	0.6088042	0.0068540177	165000	15513.548746824265
33	0.9396552	0.30197036	1.0	-1.0	0.0	0.0	0.0	0.0	43.060345	0.0	0.0	0.761254	0.16683953	1.292621	0.07682838	0.014186309	0.002813051	0.026126232	-0.00323421	-6.7710877e-09	-0.0069285687	7.472932e-10	5.8979464e-07	0.05422053	-0.013925843	0.0002036852	-0.00019789497	0	0	79.0	0.5824208	0.0053816107	170000	15976.339599370956
34	0.86440676	0.48564568	1.0	-1.0	0.0	0.0	0.0	0.0	42.288136	0.0	0.0	0.7403617	0.17641293	1.1906958	-0.16191807	0.00066049537	0.002485896	0.016705781	-0.03422202	-5.102158e-09	-0.010603381	-5.9604643e-12	4.2609245e-06	0.12925005	-0.034096934	6.9872813e-06	1.2933742e-07	0	0	79.0	0.5944105	0.007808066	175000	16440.06439447403
35	0.8956522	0.40376303	1.0	-1.0	0.0	0.0	0.0	0.0	43.36522	0.0	0.0	0.68288755	0.27346182	1.2617931	-1.7638999	-0.0016031543	0.0020305165	0.012163287	-0.013921816	4.005432e-09	-0.008433676	-7.897615e-11	8.1306393e-07	0.15033537	-0.045511127	6.847443e-06	-2.4771048e-06	0	0	79.0	0.61398137	0.005910631	180000	16902.468281030655
36	0.97540987	0.2009451	1.0	-1.0	0.0	0.0	0.0	0.0	40.918034	0.0	0.0	0.73627937	0.19696623	1.1313072	-0.42193896	0.0007973797	0.0019083876	0.011414109	-0.01439287	6.2942505e-09	-0.008989136	-3.054738e-11	1.7329626e-06	0.035420276	-0.020562515	4.2758843e-06	-1.3915592e-06	0	0	79.0	0.5991658	0.006316404	185000	17363.204916715622
37	0.96666664	0.2560382	1.0	-1.0	0.0	0.0	0.0	0.0	41.516666	0.0	0.0	0.7898971	0.152127	1.163097	-0.733307	3.7258622e-05	0.001776476	0.022535287	-0.008618735	9.727478e-09	-0.009432995	8.568168e-12	3.3641942e-07	0.038571503	-0.010265045	3.2034823e-06	-4.116e-07	0	0	79.0	0.59418446	0.008579038	190000	17824.145215511322
38	0.9758065	0.15364966	1.0	0.0	0.0	0.0	0.0	0.0	40.282257	0.0	0.0	0.7997912	0.17956254	1.1601574	-0.641973	0.00010807095	0.0016903023	0.009022819	-0.009515669	-4.196167e-09	-0.007858594	1.4901161e-12	-3.1455447e-06	0.021161761	-0.012738574	3.4073382e-06	-7.556646e-07	0	0	79.0	0.58839065	0.0048267413	195000	18285.00758576393
