Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
0	-1.9692308	1.7430822	-0.3	-10.0	0.48205128	0.49967778	1.0	0.0	25.558975	94.0	0.0188	-0.15348144	0.21054713	0.45408392	-0.574994	0.794319	0.30927244	1.2274072	0.08426357	9.059905e-09	-0.0014420951	1.7499923e-08	-0.00087464385	3.235649	-2.0644794	0.5316644	-0.42849782	10.0	1.9983969	6.0	1.054817	0.012350287	5000	441.33518838882446
1	-1.6799998	1.2810678	-0.3	-7.1	0.4372093	0.4960417	1.0	0.0	23.195349	188.0	0.0188	-1.1189048	0.9203331	1.4541093	-3.9220665	0.27211547	0.22689465	1.2288486	-0.22507085	-3.8147503e-09	-0.004402364	-3.3855438e-09	-0.00855315	0.8923883	-0.30496103	0.12651905	-0.010700621	11.998397	1.9075375	5.0	1.0795728	0.02614679	10000	893.281569480896
2	-2.8770373	2.207158	-0.3	-10.0	0.2962963	0.45662326	1.0	0.0	36.592594	228.0	0.0152	-0.8690767	0.72784954	1.156256	-3.2249312	0.117072485	0.19264568	0.9604548	-0.6410238	3.115565e-09	-0.0017172605	-5.9604643e-10	-0.0045529874	1.9196931	-0.6531726	0.07138956	-0.014627602	13.905934	1.5043325	5.0	1.0610852	0.019109089	15000	1339.6702463626862
3	-3.9209523	2.5585968	-0.4	-10.0	0.21904762	0.41360098	1.0	0.0	47.485714	251.0	0.01255	-1.6644214	1.1585343	1.3974129	-5.1699786	0.06878845	0.14563063	0.99668086	-0.16574626	-1.7811362e-09	-0.0006266286	-2.670288e-09	-0.0024746289	1.5994619	-0.31641603	0.059880335	-0.010968987	15.410267	1.1984062	7.0	1.0305173	0.016887845	20000	1780.9545857906342
4	-4.4170213	2.3027108	-0.5	-10.0	0.14893617	0.35602555	1.0	0.0	53.18085	265.0	0.0106	-1.8883387	1.3522339	2.0011299	-5.35474	0.05206725	0.07877344	0.5676927	-0.1124221	-2.2966262e-12	-0.0013114233	5.6028365e-10	-0.0005138695	1.5369474	-0.1487099	0.028348895	-0.003325384	16.608673	0.9064903	12.0	1.0123297	0.015905527	25000	2221.171372652054
5	-3.5285714	2.0633895	-0.4	-8.1	0.20535715	0.40396237	1.0	0.0	44.026787	288.0	0.0096	-2.0882525	1.4429444	2.2481532	-5.2691417	0.05181084	0.10080189	0.5525282	-0.1434723	-1.6244345e-10	-0.0011954518	1.7285346e-09	-0.0006277633	1.0744902	-0.37086868	0.0424674	-0.0032387823	17.515163	1.1647339	12.0	1.0143769	0.0145346895	30000	2668.951192140579
6	-3.3710527	1.6825069	-0.4	-8.9	0.13157895	0.33803242	1.0	0.0	43.45614	303.0	0.008657142857142856	-1.6456703	1.440461	1.7319095	-6.3035383	0.059864514	0.10755093	0.70068556	-0.11108153	6.4625244e-10	-0.0015861414	1.9073486e-10	-0.0017654405	0.63707566	-0.23063222	0.04701117	-0.009332396	18.679897	0.9331169	33.0	0.97926116	0.012534959	35000	3117.958642244339
7	-3.3086956	1.419955	-0.6	-10.0	0.07826087	0.26858163	1.0	0.0	43.130436	312.0	0.0078	-1.4572221	1.302983	1.4490921	-4.7592406	0.055262268	0.08125725	0.518759	-0.12648194	-9.062104e-10	-0.0010646038	-1.5497208e-10	-0.0014797224	0.40001234	-0.11385244	0.029762024	-0.004556805	19.613014	0.5857029	17.0	0.9407127	0.012768017	40000	3565.576287984848
8	-3.2843482	1.3601528	-0.9	-10.0	0.09565217	0.29411364	1.0	0.0	42.98261	323.0	0.007177777777777778	-1.2553766	1.2533065	1.3218391	-3.861007	0.040518012	0.082051575	0.56929666	-0.13707647	2.8259275e-09	-0.00059963355	2.9563905e-09	-0.00018632824	0.32614934	-0.06388661	0.033887617	-0.0037612375	20.198717	0.6408558	20.0	0.8855715	0.01277103	45000	4010.2433631420135
9	-2.9650793	1.5942516	-0.5	-10.0	0.103174604	0.3041868	1.0	0.0	39.34127	336.0	0.00672	-1.2836231	1.2588179	1.2700107	-4.2314186	0.06566848	0.1052586	0.6842279	-0.17331803	8.1963715e-12	-0.0010994828	6.67572e-10	-0.0013387298	0.5202242	-0.1099917	0.03367195	-0.006949695	20.839573	0.75792885	20.0	0.8629481	0.0124745555	50000	4459.261161327362
10	-2.8726563	1.2461011	-0.4	-8.6	0.0859375	0.28027174	1.0	0.0	38.78125	347.0	0.006309090909090909	-1.1571342	1.2740842	2.1261356	-4.3796277	0.045667797	0.10248355	0.6654718	-0.19112587	-4.8918158e-11	-0.0014109438	-3.33786e-10	-0.0014733645	0.25420317	-0.087611526	0.029649908	-0.00929066	21.597502	0.6959286	79.0	0.78748554	0.011230699	55000	4912.406788825989
11	-2.9144	1.2494289	-0.7	-10.0	0.048	0.21376626	1.0	0.0	39.616	353.0	0.005883333333333333	-1.0957044	1.1941007	1.3133285	-3.830371	0.022732139	0.06594176	0.3801101	-0.15130588	1.8620214e-10	-0.0010473413	-2.503395e-10	-0.0012885067	0.26318586	-0.031079024	0.020526476	-0.0035559386	22.29343	0.4345188	79.0	0.77002615	0.010309079	60000	5362.738717079163
12	-2.9166667	1.4017986	-0.8	-10.0	0.04761905	0.21295886	1.0	0.0	39.555557	359.0	0.005523076923076923	-1.0353498	1.1953969	1.426512	-3.81538	0.027041519	0.049293667	0.32452944	-0.104974516	-4.2384862e-10	-0.000318332	-1.9073486e-10	-0.00080246787	0.3440896	-0.072559774	0.015912414	-0.0015082173	22.72795	0.36680603	6.0	0.7369514	0.016701482	65000	5811.7323751449585
13	-3.1588235	1.6528261	-0.9	-10.0	0.042016808	0.20062749	1.0	0.0	41.941177	364.0	0.0052	-1.2783875	1.3817648	2.1738787	-4.928722	0.028661765	0.0553785	0.33261427	-0.119064	-3.977314e-11	-0.00023140459	-3.6358833e-10	-0.000709718	0.69281584	-0.26494592	0.022318885	-0.003531877	23.094755	0.33813667	6.0	0.7128839	0.017246453	70000	6261.3618104457855
14	-2.9543998	1.4663972	-1.0	-10.0	0.04	0.19595918	1.0	0.0	39.928	369.0	0.00492	-1.1851847	1.5076741	2.0915775	-8.174671	0.028811095	0.053281307	0.34509933	-0.08711969	-2.3505398e-10	-0.0008180747	-1.3113022e-10	-0.0007888957	0.3733551	-0.06456393	0.020019816	-0.0037575383	23.432892	0.3240223	40.0	0.70740783	0.012638758	75000	6709.815048217773
15	-3.1709402	1.4442376	-0.9	-10.0	0.008547009	0.09205412	1.0	0.0	42.42735	370.0	0.004625	-1.3666391	1.5427486	1.3743157	-7.413413	0.040685315	0.07272901	0.42559543	-0.109323286	-2.6965075e-10	-0.0004536961	0.0	-0.00063073006	0.4636049	-0.13551408	0.010301463	-0.003586989	23.756914	0.061182022	36.0	0.6305462	0.01229411	80000	7161.404248476028
16	-3.296522	1.5804199	-0.8	-10.0	0.034782607	0.18322878	1.0	0.0	43.391304	374.0	0.0044	-1.3836349	1.6107647	2.3231902	-9.209029	0.026050217	0.06194785	0.36063227	-0.16857319	2.130312e-09	-0.0002454093	1.3709068e-09	-0.00065831194	0.5028577	-0.21950623	0.0185128	-0.001862498	23.818096	0.22201538	8.0	0.64039433	0.014505667	85000	7613.340190172195
17	-3.0616667	1.4536841	-1.2	-10.0	0.008333334	0.090905935	1.0	0.0	41.341667	375.0	0.004166666666666667	-1.1332968	1.4497864	1.735566	-6.7818036	0.024596184	0.065223314	0.40046087	-0.08682671	3.8757408e-10	-0.0003421597	6.2584876e-10	-0.00022452416	0.38663098	-0.19853356	0.0069741644	-0.0012493804	24.040112	0.044387817	79.0	0.6335885	0.0043628286	90000	8062.161981105804
18	-3.166102	1.6118848	-1.0	-10.0	0.016949153	0.1290809	1.0	0.0	42.194916	377.0	0.0039684210526315785	-1.4106956	1.6957915	2.2295322	-7.6494365	0.016024588	0.038629167	0.20363788	-0.09879417	1.4748486e-09	-0.0004535635	1.0490417e-09	-0.00051083567	0.707187	-0.14831376	0.012588744	-0.0026954338	24.0845	0.0642643	33.0	0.6185115	0.012807033	95000	8511.395255804062
19	-3.4080358	1.4890157	-1.3	-10.0	0.017857144	0.13243213	1.0	0.0	44.589287	379.0	0.00379	-1.6199495	1.8365355	3.2507396	-8.114	0.027396424	0.067828014	0.5308066	-0.114398144	-4.1227308e-10	-0.0005893372	-7.8082085e-10	-0.0006263459	0.75818163	-0.17179996	0.007900329	-0.0014633457	24.148764	0.09924126	79.0	0.561093	0.008493282	100000	8963.932138204575
20	-3.0700002	1.3880202	-1.1	-10.0	0.008333334	0.090905935	1.0	0.0	41.425	380.0	0.003619047619047619	-1.2770869	1.6486194	2.1974025	-7.6591945	0.01913901	0.05263937	0.47126892	-0.16444677	-2.3831656e-10	-0.00035088958	-3.576279e-11	-0.00026430437	0.5219293	-0.07672855	0.004943163	-0.0022657209	24.248005	0.002401352	79.0	0.57486105	0.0036992661	105000	9412.284301757812
21	-3.2059827	1.7652045	-0.9	-10.0	0.008547009	0.092054114	1.0	0.0	42.495728	381.0	0.0034636363636363636	-1.5697366	2.0387204	1.2531492	-8.504587	0.0052357367	0.025903424	0.15746011	-0.06518899	5.353007e-10	-0.00022209043	1.1354685e-09	-0.00023840583	0.9683335	-0.45220923	0.006673806	-0.0022233496	24.250406	-0.020994186	8.0	0.57275623	0.015010843	110000	9845.816223144531
22	-3.0639343	1.5039328	-0.8	-10.0	0.057377048	0.23256166	1.0	0.0	40.918034	388.0	0.003373913043478261	-1.640235	2.1024888	1.1513394	-10.683376	0.015844809	0.059113123	0.62800545	-0.10104298	-6.292896e-10	-0.00043379323	8.404255e-10	-0.0006880072	0.9541787	-0.5233257	0.037699103	-0.01026891	24.229412	0.52840996	9.0	0.56100196	0.015290686	115000	10271.908511400223
23	-3.2299147	1.7358102	-0.9	-10.0	0.017094018	0.12962177	1.0	0.0	42.641026	390.0	0.00325	-1.5359459	2.1106293	1.9351377	-10.037539	0.06301303	0.11339403	0.8261338	-0.19563596	-1.2662794e-09	-0.00025795988	-8.8214874e-10	-0.00044394066	1.0476912	-0.22531253	0.010993578	-0.0020889072	24.757822	0.23526382	10.0	0.49938467	0.012916403	120000	10695.861470937729
