Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
33	-4.307527	2.0793524	-0.3	-10.0	0.010752688	0.103136174	1.0	0.0	53.60215	416.0	0.0024470588235294116	-0.020161228	0.021589443	0.04391758	-0.18666212	0.0	0.0	0.0	0.0	2.2888184e-08	-0.0075912336	0.0	0.0	0.00708651	-0.00072474685	100.0	0.0	79.0	0.7240335	0.0063979514	170000	16234.311169624329
34	-3.8323529	2.0258217	-0.6	-10.0	0.009803922	0.09852821	1.0	0.0	49.0	417.0	0.0023828571428571427	-0.024398794	0.031974822	0.07145436	-0.15800694	0.0	0.0	0.0	0.0	4.7683715e-09	-0.0061686095	0.0	0.0	0.0022748467	-0.00041708583	100.0	0.0	79.0	0.69144756	0.004981829	175000	16715.293637037277
35	-4.165625	2.346044	-1.1	-10.0	0.0	0.0	0.0	0.0	51.854168	417.0	0.0023166666666666665	-0.022160398	0.024280388	0.05131321	-0.16838095	0.0	0.0	0.0	0.0	-3.7193297e-09	-0.008422666	0.0	0.0	0.00036258862	-0.0001360541	100.0	0.0	79.0	0.70518476	0.0050555994	180000	17194.598695278168
36	-3.685437	1.8851185	-1.2	-10.0	0.0	0.0	0.0	0.0	47.747574	417.0	0.002254054054054054	-0.016794141	0.02068333	0.039390624	-0.11218425	0.0	0.0	0.0	0.0	-3.8146972e-10	-0.008551213	0.0	0.0	0.00015211054	-5.5457982e-05	100.0	0.0	79.0	0.6896787	0.0050507574	185000	17671.654530763626
37	-4.086598	2.017635	-0.9	-10.0	0.0	0.0	0.0	0.0	51.525772	417.0	0.002194736842105263	-0.016421527	0.017121706	0.029014895	-0.07343476	0.0	0.0	0.0	0.0	8.392334e-09	-0.0042369897	0.0	0.0	0.000112600756	-2.3937617e-05	100.0	0.0	4.0	0.7192273	0.0070390524	190000	18145.9436314106
38	-4.471111	2.2721133	-1.3	-10.0	0.0	0.0	0.0	0.0	55.22222	417.0	0.0021384615384615383	-0.018712359	0.01762151	0.0495975	-0.13023104	0.0	0.0	0.0	0.0	-1.2969971e-08	-0.012050989	0.0	0.0	0.0001392827	1.6230348e-05	100.0	0.0	79.0	0.7114208	0.0067333435	195000	18621.207216262817
39	-3.7365382	2.0303023	-0.3	-10.0	0.0	0.0	0.0	0.0	48.048077	417.0	0.002085	-0.023791939	0.018554298	0.032737184	-0.10188377	0.0	0.0	0.0	0.0	-1.0681152e-08	-0.0090845	0.0	0.0	0.00017256605	-8.492302e-05	100.0	0.0	79.0	0.70309	0.005821117	200000	19097.504910469055
40	-3.7238095	2.1146438	-0.6	-10.0	0.01904762	0.13669239	1.0	0.0	47.50476	419.0	0.0020439024390243904	-0.014046667	0.016788578	0.025800444	-0.090466216	0.0	0.0	0.0	0.0	-6.5803527e-09	-0.0024021436	0.0	0.0	0.0095090885	-0.00078825094	100.0	0.0	5.0	0.7165043	0.014695621	205000	19573.41916513443
41	-3.9282827	1.8274032	-1.2	-10.0	0.0	0.0	0.0	0.0	49.949493	419.0	0.001995238095238095	-0.022635894	0.025746912	0.078894705	-0.15196164	0.0	0.0	0.0	0.0	-7.820129e-09	-0.0069350773	0.0	0.0	0.00039561457	-0.0002747523	100.0	0.0	79.0	0.6872507	0.007530896	210000	20055.249799013138
42	-4.176842	2.2305276	-0.8	-10.0	0.0	0.0	0.0	0.0	52.073685	419.0	0.0019488372093023256	-0.018821333	0.019280469	0.041916873	-0.08885933	0.0	0.0	0.0	0.0	-1.1825562e-08	-0.011546851	0.0	0.0	0.00014488037	-4.2851163e-05	100.0	0.0	79.0	0.69711566	0.008324975	215000	20537.522248268127
