Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
14	-4.685227	2.2674344	-0.8	-10.0	0.011363637	0.105992936	1.0	0.0	56.727272	129.0	0.00172	-1.9671148	1.7677454	1.5615824	-6.800251	0.01767912	0.038185913	0.1983229	-0.093304455	-2.5185318e-10	-0.0005304647	-3.0994415e-10	-0.00015653958	1.8571533	-0.4719758	0.003364578	-0.0012495117	20.7524	0.057086945	79.0	0.77488494	0.009904451	75000	7049.522443056107
15	-4.5099998	2.2150521	-0.4	-10.0	0.022222223	0.14740555	1.0	0.0	55.0	131.0	0.0016375	-2.3405063	1.7628938	1.8169687	-6.7696433	0.008769736	0.019220132	0.11797068	-0.035674606	1.1469862e-09	-0.00068718306	1.0371208e-09	-0.00039439797	1.6885264	-0.3082707	0.012022782	-0.0014119046	20.809486	0.17069244	68.0	0.7797997	0.012080138	80000	7521.9440133571625
16	-4.557303	2.2503376	-1.2	-10.0	0.02247191	0.14821242	1.0	0.0	55.460674	133.0	0.0015647058823529411	-2.4931495	1.9523212	1.7998027	-7.694199	0.019466907	0.036539048	0.24807072	-0.06789245	-5.014608e-10	-0.000752938	6.556511e-11	-0.0007752205	2.3000402	-0.35023355	0.0068258103	-0.0020695338	20.980179	0.23846817	75.0	0.76068985	0.012169777	85000	7997.9617347717285
17	-4.1536846	1.8952466	-0.6	-10.0	0.031578947	0.1748763	1.0	0.0	51.842106	136.0	0.001511111111111111	-2.2516656	1.8936943	1.7936305	-8.339701	0.007751294	0.026232589	0.18430899	-0.05184002	-1.4677873e-09	-0.0011083056	-5.841255e-10	-0.0013001097	0.8743806	-0.39881477	0.018678071	-0.005529971	21.218647	0.41060638	79.0	0.7325929	0.011823381	90000	8469.463294744492
18	-4.1164947	2.2114828	-0.4	-10.0	0.0	0.0	0.0	0.0	51.484535	136.0	0.001431578947368421	-1.7645074	1.7491894	1.6826633	-8.009202	0.03153766	0.07948606	0.5340429	-0.08964131	-8.830827e-10	-0.0001675119	-1.0341406e-09	-0.00011148445	0.9897293	-0.16669327	0.0059464243	-0.0043870094	21.629253	-0.06574249	4.0	0.7046721	0.013865146	95000	8940.313354969025
19	-4.1229167	2.1208036	-0.6	-10.0	0.010416667	0.10152909	1.0	0.0	51.770832	137.0	0.00137	-1.9843515	1.7380906	1.3203987	-6.9837914	0.0016771626	0.019063536	0.13181141	-0.06630693	-3.9147868e-10	-0.0007448328	-4.6491622e-10	-0.0006588582	0.984717	-0.22811222	0.004411889	-0.00086052204	21.56351	-0.046714783	79.0	0.7018288	0.009014342	100000	9414.935476779938
20	-4.3258066	2.0912466	-1.0	-10.0	0.021505376	0.1450617	1.0	0.0	53.430107	139.0	0.0013238095238095238	-1.972495	1.5062226	1.5734508	-6.34035	0.0029794353	0.020788305	0.23239945	-0.057796456	-1.158125e-10	-0.0006049445	-1.7881394e-10	-0.00054191984	1.5716935	-0.22588861	0.009410016	-0.0025340412	21.516796	0.20632362	23.0	0.7438026	0.013148877	105000	9887.669585227966
21	-3.7592235	1.9230052	-0.4	-10.0	0.0	0.0	0.0	0.0	48.165047	139.0	0.0012636363636363637	-1.7040765	1.6006918	1.5670654	-7.162753	0.013677676	0.044506293	0.33496666	-0.086747184	-1.3037925e-10	-0.00040108	6.556511e-11	-0.0001611534	1.0545404	-0.15708661	0.0018732342	-0.0015849291	21.72312	-0.14211655	79.0	0.71947014	0.008974513	110000	10361.887228250504
22	-4.3934784	2.3983147	-0.7	-10.0	0.010869565	0.10368904	1.0	0.0	53.97826	140.0	0.001217391304347826	-2.1595669	1.6784693	1.3823329	-6.815519	0.003957833	0.016959675	0.14136894	-0.06797843	-1.0305883e-09	-0.0005741317	-3.9339065e-10	-0.0005196196	1.6537992	-0.23567307	0.0062905406	-0.00075581716	21.581003	-0.041828156	41.0	0.71954197	0.012577942	115000	10834.905839920044
23	-4.116667	1.9935138	-0.9	-10.0	0.0	0.0	0.0	0.0	51.822918	140.0	0.0011666666666666668	-1.981266	1.7940516	1.6220838	-7.4226136	0.010546206	0.024790464	0.1424793	-0.06751498	5.5201865e-10	-0.00043211455	3.695488e-10	-3.8260157e-05	1.159326	-0.3683275	0.00072608766	-0.0006495177	21.539175	-0.22034836	79.0	0.71865153	0.007391195	120000	11309.86943602562
24	-3.7980392	2.0687203	-0.5	-10.0	0.009803922	0.0985282	1.0	0.0	48.54902	141.0	0.001128	-1.8040355	1.8045886	1.6081423	-9.041281	0.00243683	0.015455786	0.1357504	-0.030407479	4.9546567e-10	-0.0006365261	3.039837e-10	-0.0004129152	1.2009706	-0.26774967	0.006650763	-0.0004051742	21.318827	-0.08193779	79.0	0.71485025	0.009520942	125000	11785.276144504547
25	-3.4743118	1.7972152	-0.6	-10.0	0.0	0.0	0.0	0.0	45.541283	141.0	0.0010846153846153846	-1.6833277	1.7462547	1.4777366	-8.894114	0.010616124	0.017143339	0.108545154	-0.021909224	-5.1764576e-10	-0.00041180968	3.2782554e-11	-3.101509e-05	1.0961014	-0.42346692	0.00040905227	-0.00036860243	21.236889	-0.24142838	79.0	0.678899	0.0073233703	130000	12259.397850513458
26	-4.0060606	2.2556694	-0.6	-10.0	0.01010101	0.09999491	1.0	0.0	50.17172	142.0	0.0010518518518518518	-1.8092922	1.9313987	2.3292959	-10.077066	0.00057275314	0.007905998	0.10792427	-0.09386508	4.0373735e-10	-0.0007410046	1.5497208e-10	-0.00041261993	1.753038	-0.55587304	0.0047527426	-0.00040882546	20.99546	-0.078575134	73.0	0.69227314	0.012349766	135000	12738.31281375885
27	-3.8077674	1.9598737	-0.8	-10.0	0.019417476	0.1379871	1.0	0.0	48.54369	144.0	0.0010285714285714286	-1.8517708	1.6903279	1.2940813	-8.918773	0.009675652	0.02310043	0.11977419	-0.05676289	-1.1858401e-09	-0.0006895071	-1.4066697e-09	-0.00055398094	0.8690779	-0.31454802	0.008913485	-0.0015072855	20.916885	0.20589066	22.0	0.7228758	0.0128972065	140000	13209.012584924698
28	-3.814563	2.0581548	-0.5	-10.0	0.029126214	0.16816026	1.0	0.0	48.504856	147.0	0.0010137931034482758	-1.6710123	1.7416137	1.8361145	-8.763765	0.011682855	0.027390715	0.23816714	-0.05716114	2.0041542e-09	-0.00028761305	1.0967255e-09	-0.00068949285	1.2100507	-0.28835654	0.01578277	-0.0027726153	21.122776	0.502058	4.0	0.70225596	0.010701356	145000	13683.859192609787
29	-3.7653844	2.040634	-0.5	-10.0	0.009615385	0.09758549	1.0	0.0	48.01923	148.0	0.0009866666666666667	-1.6805824	1.6918197	1.1175065	-8.707933	0.015227774	0.038362853	0.18230209	-0.17841741	-7.671916e-10	-0.0005436325	-2.2053719e-10	-0.0002884836	0.7743602	-0.20813477	0.0034118462	-0.0012063996	21.624834	0.10182953	79.0	0.6660536	0.009520378	150000	14161.716899871826
30	-4.1197915	2.3431468	-0.7	-10.0	0.0	0.0	0.0	0.0	51.395832	148.0	0.0009548387096774193	-2.0166843	1.8985466	1.4296141	-8.939519	0.004332003	0.014407223	0.07998704	-0.03446558	3.9133713e-10	-0.00038092988	6.2584875e-11	-2.2752276e-05	1.8099453	-0.46718192	0.00021499286	-0.00014961351	21.726664	-0.2679348	79.0	0.6504922	0.0055149095	155000	14639.823808193207
