Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
53	-5.809589	2.21057	-0.8	-10.0	0.0	0.0	0.0	0.0	68.19178	395.0	0.001462962962962963	-0.04353357	0.070536375	0.0980386	-0.7254782	0.0	0.0	0.0	0.0	6.67572e-10	-0.004675358	0.0	0.0	0.005000093	-0.0043663112	100.0	0.0	16.0	0.61758083	0.012998047	270000	24587.376420497894
54	-5.556579	2.4185324	-0.7	-10.0	0.0	0.0	0.0	0.0	65.26316	395.0	0.0014363636363636364	-0.027948096	0.023552198	0.094740584	-0.17182826	0.0	0.0	0.0	0.0	-8.010864e-09	-0.010991517	0.0	0.0	0.00030663676	-0.0001395305	100.0	0.0	79.0	0.6880195	0.009972316	275000	25054.281245708466
55	-5.16125	2.1098871	-0.4	-10.0	0.0	0.0	0.0	0.0	62.0625	395.0	0.0014107142857142858	-0.024386773	0.020943344	0.049109265	-0.10657221	0.0	0.0	0.0	0.0	4.005432e-09	-0.009403316	0.0	0.0	0.00015154756	-3.9925013e-05	100.0	0.0	79.0	0.6820235	0.006490411	280000	25518.085520982742
56	-5.3320513	2.1530237	-1.0	-10.0	0.012820513	0.11249956	1.0	0.0	63.75641	396.0	0.0013894736842105264	-0.0219758	0.01751965	0.035404213	-0.087078825	0.0	0.0	0.0	0.0	5.722046e-09	-0.0087335035	0.0	0.0	0.0018010227	-0.000118524185	100.0	0.0	79.0	0.6794258	0.009476424	285000	25976.16921067238
57	-4.44	1.9733671	-0.8	-10.0	0.033333335	0.17950548	1.0	0.0	54.788887	399.0	0.0013758620689655172	-0.023462452	0.01937561	0.041178852	-0.111612335	0.0	0.0	0.0	0.0	2.2125244e-08	-0.0044177785	0.0	0.0	0.014627696	-0.0013680402	100.0	0.0	5.0	0.6552539	0.012347527	290000	26441.046288728714
58	-5.185	2.2516162	-1.1	-10.0	0.0125	0.111102425	1.0	0.0	61.75	400.0	0.0013559322033898306	-0.040440395	0.035228614	0.06146249	-0.2004243	0.0	0.0	0.0	0.0	-8.392334e-09	-0.0052591935	0.0	0.0	0.003154432	-0.0010170606	100.0	0.0	79.0	0.6461217	0.005856557	295000	26898.357010126114
59	-5.7932434	2.4413295	-0.7	-10.0	0.013513514	0.115459524	1.0	0.0	67.445946	401.0	0.0013366666666666666	-0.025932465	0.025970753	0.062413134	-0.29250747	0.0	0.0	0.0	0.0	3.2424927e-09	-0.005456319	0.0	0.0	0.001476997	-0.00021488534	100.0	0.0	79.0	0.6033229	0.0052259024	300000	27357.0931494236
60	-5.19875	2.287001	-1.1	-10.0	0.0	0.0	0.0	0.0	62.1625	401.0	0.0013147540983606558	-0.025173303	0.024801487	0.049614824	-0.2722886	0.0	0.0	0.0	0.0	4.196167e-09	-0.008323634	0.0	0.0	0.00037515958	-0.0002494388	100.0	0.0	79.0	0.6014521	0.008278134	305000	27817.67014193535
61	-5.18375	2.1470003	-0.4	-10.0	0.0125	0.11110243	1.0	0.0	62.2875	402.0	0.001296774193548387	-0.021304669	0.018867135	0.039950684	-0.09652493	0.0	0.0	0.0	0.0	-1.1444092e-09	-0.008918286	0.0	0.0	0.0029990547	-0.001099947	100.0	0.0	79.0	0.5818612	0.008763138	310000	28275.39586853981
62	-4.827059	1.9572723	-1.0	-10.0	0.011764706	0.1078253	1.0	0.0	58.75294	403.0	0.0012793650793650794	-0.023374941	0.03100815	0.029224534	-0.73258764	0.0	0.0	0.0	0.0	-1.1825562e-08	-0.0068904087	0.0	0.0	0.0023741317	-0.0011028537	100.0	0.0	79.0	0.6094198	0.005903814	315000	28734.41770887375
63	-5.451948	2.360696	-1.6	-10.0	0.0	0.0	0.0	0.0	64.233765	403.0	0.001259375	-0.022474479	0.02835593	0.051427707	-0.6895242	0.0	0.0	0.0	0.0	-1.7166137e-08	-0.0058130603	0.0	0.0	0.0007644345	-0.0005748814	100.0	0.0	79.0	0.5859353	0.005342319	320000	29188.11084961891
64	-4.997561	2.0317585	-0.5	-10.0	0.036585364	0.1877415	1.0	0.0	60.17073	406.0	0.0012492307692307692	-0.020926336	0.018061759	0.17743424	-0.12290459	0.0	0.0	0.0	0.0	-9.346008e-09	-0.0076704803	0.0	0.0	0.014122783	-0.010718338	100.0	0.0	79.0	0.6224468	0.004214651	325000	29651.338444948196
65	-4.8178573	2.0309017	-1.1	-10.0	0.0	0.0	0.0	0.0	58.916668	406.0	0.0012303030303030303	-0.029874105	0.054820813	0.041072983	-0.6549578	0.0	0.0	0.0	0.0	6.67572e-10	-0.008020643	0.0	0.0	0.0028012637	-0.002674269	100.0	0.0	79.0	0.60169333	0.0042606927	330000	30117.44045305252
