Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
16	-6.6546664	1.3063223	-1.0	-7.0	0.06666667	0.24944383	1.0	0.0	66.54667	329.0	0.003870588235294118	-0.03004585	0.06655719	0.11047089	-0.68577486	0.0	0.0	0.0	0.0	-1.6880035e-08	-0.009955548	0.0	0.0	0.012181791	-0.0016803872	500.0	0.0	79.0	0.7150304	0.005864323	85000	7479.55410194397
17	-6.849315	0.8979616	-1.4	-7.0	0.02739726	0.163238	1.0	0.0	68.49315	331.0	0.0036777777777777776	-0.025485821	0.057590123	0.0940558	-0.6719584	0.0	0.0	0.0	0.0	-6.937981e-09	-0.006447901	0.0	0.0	0.0061661555	-0.0020223781	500.0	0.0	19.0	0.7381699	0.014716635	90000	7918.86176943779
18	-6.5986667	1.3087901	-1.2	-7.0	0.053333335	0.22469732	1.0	0.0	66.57333	335.0	0.0035263157894736843	-0.021336205	0.03651674	0.08404383	-0.39121443	0.0	0.0	0.0	0.0	-2.1362304e-08	-0.0069751237	0.0	0.0	0.008424536	-0.0010778382	500.0	0.0	79.0	0.78511447	0.0061625536	95000	8353.908650875092
19	-6.7178082	1.0256095	-1.1	-7.0	0.02739726	0.16323802	1.0	0.0	67.9315	337.0	0.00337	-0.020276597	0.04323964	0.1405457	-0.3640807	0.0	0.0	0.0	0.0	-1.1444092e-08	-0.004927327	0.0	0.0	0.0061548864	-0.0015753456	500.0	0.0	20.0	0.78900146	0.0124025	100000	8787.480062484741
20	-6.3786664	1.2276039	-1.1	-7.0	0.026666667	0.16110727	1.0	0.0	66.42667	339.0	0.0032285714285714287	-0.014614717	0.024144301	0.17082746	-0.25481924	0.0	0.0	0.0	0.0	-3.528595e-09	-0.0072462014	0.0	0.0	0.005057134	-0.0012627239	500.0	0.0	79.0	0.78743535	0.009395475	105000	9223.87693977356
21	-6.7506847	0.782886	-3.5	-7.0	0.01369863	0.11623673	1.0	0.0	68.41096	340.0	0.0030909090909090908	-0.014606656	0.031918373	0.053015854	-0.60544187	0.0	0.0	0.0	0.0	-1.1444092e-09	-0.009032406	0.0	0.0	0.0029679271	-0.0015847208	500.0	0.0	79.0	0.7840647	0.007125485	110000	9663.866116762161
22	-6.2526317	1.3009585	-1.9	-7.0	0.039473683	0.19471906	1.0	0.0	65.42105	343.0	0.0029826086956521738	-0.011084715	0.037070263	0.051947907	-0.76371735	0.0	0.0	0.0	0.0	4.7683715e-09	-0.0068322527	0.0	0.0	0.008053714	-0.0026656026	500.0	0.0	79.0	0.78666914	0.010229885	115000	10098.667057037354
23	-6.26	1.116184	-2.7	-7.0	0.0	0.0	0.0	0.0	66.56	343.0	0.0028583333333333334	-0.02192201	0.069254175	0.052063666	-0.7965132	0.0	0.0	0.0	0.0	-1.3923645e-08	-0.0077043157	0.0	0.0	0.004869549	-0.0047616162	500.0	0.0	79.0	0.7668204	0.009664368	120000	10535.813126802444
24	-5.6746836	1.3753222	-1.3	-7.0	0.050632913	0.21924697	1.0	0.0	62.873417	347.0	0.002776	-0.010067383	0.031880323	0.09646584	-0.6118107	0.0	0.0	0.0	0.0	8.392334e-09	-0.009385294	0.0	0.0	0.010584348	-0.0038152323	500.0	0.0	79.0	0.7596256	0.010045326	125000	10971.10739994049
25	-5.9753246	1.2651324	-1.9	-7.0	0.012987013	0.113218166	1.0	0.0	64.75325	348.0	0.0026769230769230767	-0.019271467	0.05872386	0.074131556	-0.68578804	0.0	0.0	0.0	0.0	2.670288e-09	-0.007645442	0.0	0.0	0.004969874	-0.0022026491	500.0	0.0	79.0	0.7388722	0.0096851885	130000	11406.040203332901
26	-5.5797462	1.217632	-1.2	-7.0	0.012658228	0.11179443	1.0	0.0	62.898735	349.0	0.002585185185185185	-0.0074901343	0.013463317	0.024364596	-0.19775696	0.0	0.0	0.0	0.0	2.3841857e-09	-0.0028885517	0.0	0.0	0.0018685211	-0.00047584856	500.0	0.0	79.0	0.73542327	0.006068763	135000	11839.033645629883
27	-5.4308643	1.2645832	-2.0	-7.0	0.012345679	0.11042311	1.0	0.0	61.641975	350.0	0.0025	-0.012760072	0.05018052	0.07973924	-0.5344747	0.0	0.0	0.0	0.0	-4.7683715e-09	-0.0062506935	0.0	0.0	0.00320979	-0.0015815112	500.0	0.0	79.0	0.71514356	0.006983506	140000	12281.126280784607
28	-5.1321425	1.2890713	-3.1	-7.0	0.0	0.0	0.0	0.0	59.440475	350.0	0.002413793103448276	-0.0062363246	0.015874628	0.031180155	-0.3358081	0.0	0.0	0.0	0.0	3.4332275e-09	-0.0045730835	0.0	0.0	0.00023806184	-0.00019398436	500.0	0.0	79.0	0.7221251	0.007479934	145000	12738.147671461105
29	-5.3962965	1.35778	-1.3	-7.0	0.024691358	0.15518278	1.0	0.0	61.296295	352.0	0.0023466666666666666	-0.0052750534	0.008130073	0.07309727	-0.1013535	0.0	0.0	0.0	0.0	3.8146972e-10	-0.0064730174	0.0	0.0	0.0050416677	-0.0005821204	500.0	0.0	69.0	0.7102199	0.012547816	150000	13194.800749540329
30	-5.2853656	1.3242689	-3.1	-7.0	0.0	0.0	0.0	0.0	60.365852	352.0	0.002270967741935484	-0.014852994	0.028363926	0.03439954	-0.17878188	0.0	0.0	0.0	0.0	-3.566742e-08	-0.0052449154	0.0	0.0	0.00087006757	-0.0008352127	500.0	0.0	29.0	0.69752705	0.012988	155000	13651.462842464447
31	-5.62125	1.3568064	-2.5	-7.0	0.0125	0.111102425	1.0	0.0	62.2625	353.0	0.00220625	-0.0056259665	0.020453336	0.0350439	-0.6022875	0.0	0.0	0.0	0.0	1.9073487e-09	-0.008551977	0.0	0.0	0.003184749	-0.00080331974	500.0	0.0	79.0	0.6757377	0.0079670185	160000	14107.20985031128
32	-5.129412	1.4476613	-1.2	-7.0	0.011764706	0.1078253	1.0	0.0	58.67059	354.0	0.0021454545454545454	-0.0045588207	0.0072236424	0.02828186	-0.09015833	0.0	0.0	0.0	0.0	7.629395e-09	-0.003481575	0.0	0.0	0.0021393849	-0.00010943529	500.0	0.0	79.0	0.67231536	0.0045062094	165000	14560.976968765259
33	-5.1759033	1.2643005	-2.8	-7.0	0.012048192	0.10910103	1.0	0.0	59.975903	355.0	0.0020882352941176473	-0.006085702	0.012644958	0.034699697	-0.22134668	0.0	0.0	0.0	0.0	-1.7166137e-09	-0.0038152537	0.0	0.0	0.007194273	-0.0025248663	500.0	0.0	79.0	0.6533037	0.007870758	170000	15015.977883338928
34	-5.096429	1.3075283	-2.4	-7.0	0.011904762	0.10845755	1.0	0.0	58.95238	356.0	0.002034285714285714	0.019296912	0.031697724	0.106544204	-0.19740981	0.0	0.0	0.0	0.0	2.3460387e-08	-0.011959448	0.0	0.0	0.005466117	-0.0027364315	500.0	0.0	79.0	0.62352043	0.009523429	175000	15466.619180679321
35	-5.115476	1.32346	-1.5	-7.0	0.011904762	0.10845754	1.0	0.0	59.27381	357.0	0.0019833333333333335	-0.011263913	0.058902178	0.0754601	-0.90490174	0.0	0.0	0.0	0.0	5.6266787e-09	-0.009292237	0.0	0.0	0.0050988747	-0.0028997837	500.0	0.0	79.0	0.64226454	0.0046539414	180000	15908.708504915237
36	-5.1084337	1.2530642	-2.8	-7.0	0.0	0.0	0.0	0.0	59.566265	357.0	0.0019297297297297298	-0.009029894	0.021846615	0.02516307	-0.22792403	0.0	0.0	0.0	0.0	-1.1348725e-08	-0.0050215446	0.0	0.0	0.0003409666	-0.00020748324	500.0	0.0	79.0	0.6554369	0.0065339683	185000	16372.250747203827
37	-5.00353	1.2967331	-2.8	-7.0	0.011764706	0.1078253	1.0	0.0	58.57647	358.0	0.0018842105263157894	-0.007882388	0.016468272	0.061561562	-0.32894027	0.0	0.0	0.0	0.0	-5.2452087e-09	-0.0022453235	0.0	0.0	0.006214126	-0.0018246826	500.0	0.0	5.0	0.6118302	0.017018907	190000	16814.967910528183
